id,rr_id,line_number,material_id,quantity,estimated_unit_price,service_code,description,quality_status
309,124,1,58,8.0,29543.64,,"Pinch Valve, 100mm (4""), slurry service",OK
310,124,2,129,7.0,262869.65,,"Slip Ring Induction Motor, 11kW, 6-pole",OK
311,124,3,196,11.0,4711.29,,"Impact Idler, 800mm belt width, rubber disc",OK
312,125,1,51,9.0,305054.48,,"Mill Trunnion Bearing Liner, discharge end",OK
313,126,1,64,5.0,2774.38,,"Deep Groove Ball Bearing 6225-2RS, 25mm bore",OK
314,126,2,43,13.0,3370.26,,"Ball Valve, 150mm (6""), full bore, stainless trim",MISSING_SERVICE_CODE
315,127,1,219,1.0,31907.64,SVC-REF-02,Ref Service - contracted field technician,OK
316,128,1,50,1.0,10915.81,,"Butterfly Valve, 80mm (3""), wafer type",MISSING_SERVICE_CODE
317,128,2,193,7.0,2693.56,,"Ball Valve, 50mm (2""), full bore, stainless trim",OK
318,128,3,19,17.0,137008.18,,items per attached list,VAGUE_DESCRIPTION
319,129,1,26,4.0,274904.77,,"Cone Crusher Mantle, extra-coarse profile",MISSING_SERVICE_CODE
320,129,2,73,11.0,62979.94,,"Flotation Cell Impeller, medium cell, rubber coated",OK
321,130,1,105,14.0,12753.04,,spares as required,VAGUE_DESCRIPTION
322,130,2,124,8.0,110478.21,,"Slip Ring Induction Motor, 15kW, 6-pole",OK
323,131,1,50,16.0,10131.86,,"Butterfly Valve, 80mm (3""), wafer type",OK
324,131,2,121,9.0,37670.92,,"Circuit Breaker, MCCB, 250A",OK
325,132,1,109,5.0,4962.76,,"Troughing Idler Set, 1200mm belt width, 3-roll",OK
326,132,2,142,8.0,71193.26,,"Seal Support System, API Plan 32, shaft 100mm",OK
327,132,3,104,8.0,32108.8,,"Centrifugal Slurry Pump Impeller, High-head, hard metal",OK
328,133,1,137,12.0,17521.52,,"Pressure Transmitter, 0-10 bar range, 4-20mA",OK
329,134,1,195,6.0,30110.22,,"Froth Paddle Assembly, tank cell",OK
330,134,2,57,1.0,2393.76,,"Conveyor Belt, steel cord, 800mm width",OK
331,134,3,38,10.0,15308.36,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OK
332,135,1,98,6.0,16246.98,,"Level Transmitter, ultrasonic, 0-15m range",MISSING_SERVICE_CODE
333,135,2,69,3.0,1930.55,,"Deep Groove Ball Bearing 6230-2RS, 30mm bore",MISSING_SERVICE_CODE
334,135,3,186,16.0,76842.76,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OK
335,136,1,24,12.0,59381.1,,"Seal Support System, API Plan 32, shaft 80mm",OK
336,137,1,208,6.0,9662.5,SVC-REP-03,Rep Service - contracted field technician,OK
337,138,1,188,15.0,62598.71,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OK
338,138,2,194,11.0,107572.52,,"Flow Meter, magnetic, 25mm (1"")",OK
339,138,3,150,18.0,856.81,,"Conveyor Belt, steel cord, 1400mm width",MISSING_SERVICE_CODE
340,139,1,112,20.0,46349.73,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OK
341,139,2,55,17.0,310.39,,"Power Cable, XLPE armoured, 4-core 16mm2",OK
342,139,3,190,7.0,103544.36,,"Mill Trunnion Bearing Liner, feed end",OK
343,140,1,215,14.0,29087.98,SVC-INS-01,Ins Service - contracted field technician,OK
344,140,2,220,10.0,14955.27,SVC-REF-03,spares as required,VAGUE_DESCRIPTION
345,141,1,193,12.0,2434.26,,"Ball Valve, 50mm (2""), full bore, stainless trim",OK
346,141,2,141,3.0,7169.81,,"Tapered Roller Bearing 32020, 20mm bore",OK
347,141,3,56,2.0,4979.14,,"MCC Contactor, 225A, 3-pole",OK
348,141,4,21,7.0,4814.48,,"Pillow Block Bearing Unit UCP240, 40mm shaft",OK
349,141,5,203,14.0,171201.24,,"Density Meter, nuclear, 100mm (4"") pipe",OK
350,141,6,74,11.0,84397.43,,"Seal Support System, API Plan 32, shaft 25mm",OK
351,141,7,137,17.0,19169.92,,"Pressure Transmitter, 0-10 bar range, 4-20mA",OK
352,141,8,16,11.0,8330.86,,"Tapered Roller Bearing 32025, 25mm bore",MISSING_SERVICE_CODE
353,141,9,204,15.0,85009.14,,"Slip Ring Induction Motor, 22kW, 6-pole",OK
354,142,1,219,9.0,34608.6,SVC-REF-02,Ref Service - contracted field technician,OK
355,143,1,32,11.0,287844.05,,"Variable Speed Drive, 45kW",OK
356,144,1,79,19.0,56603.71,,"Flotation Cell Stator, small cell",OK
357,144,2,2,6.0,128561.03,,"Flow Meter, magnetic, 100mm (4"")",OK
358,144,3,10,5.0,24832.67,,"Froth Paddle Assembly, large cell",OK
359,145,1,129,18.0,313803.38,,"Slip Ring Induction Motor, 11kW, 6-pole",OK
360,145,2,26,6.0,292583.71,,"Cone Crusher Mantle, extra-coarse profile",OK
361,145,3,198,9.0,71296.04,,spares as required,VAGUE_DESCRIPTION
362,146,1,104,6.0,31627.79,,"Centrifugal Slurry Pump Impeller, High-head, hard metal",OK
363,147,1,116,2.0,108621.83,,misc parts,VAGUE_DESCRIPTION
364,147,2,11,3.0,290867.07,,"Slip Ring Induction Motor, 110kW, 6-pole",OK
365,148,1,208,20.0,9274.62,SVC-REP-03,Rep Service - contracted field technician,OK
366,149,1,127,20.0,52515.62,,"Crusher Toggle Plate, standard rating",OK
367,149,2,125,9.0,14264.6,,"Level Transmitter, ultrasonic, 0-10m range",OK
368,150,1,16,8.0,9803.87,,"Tapered Roller Bearing 32025, 25mm bore",OK
369,150,2,43,12.0,3223.12,,"Ball Valve, 150mm (6""), full bore, stainless trim",OK
370,150,3,38,4.0,15160.77,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OK
371,151,1,184,10.0,39016.67,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OK
372,151,2,175,8.0,2174.89,,"Impact Idler, 650mm belt width, rubber disc",OK
373,151,3,198,10.0,63171.73,,"Knife Gate Valve, 80mm (3""), rubber lined",OK
374,152,1,163,19.0,249273.99,,"Variable Speed Drive, 55kW",OK
375,152,2,105,3.0,13500.49,,"Belt Scraper Blade Set, 650mm width, tungsten tip",OK
376,152,3,40,1.0,5842.29,,"Motor Drive Coupling, elastomeric, rated for 22kW",OK
377,153,1,11,15.0,348905.8,,"Slip Ring Induction Motor, 110kW, 6-pole",OK
378,153,2,113,1.0,182644.76,,"Centrifugal Slurry Pump Impeller, Heavy duty slurry, hard metal",OK
379,154,1,11,13.0,329042.56,,"Slip Ring Induction Motor, 110kW, 6-pole",OK
380,155,1,40,2.0,5586.31,,"Motor Drive Coupling, elastomeric, rated for 22kW",MISSING_SERVICE_CODE
381,155,2,53,20.0,1229.53,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OK
382,156,1,24,4.0,57530.9,,"Seal Support System, API Plan 32, shaft 80mm",OK
383,157,1,97,6.0,16432.79,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OK
384,157,2,6,11.0,20041.13,,"MCC Contactor, 95A, 3-pole",OK
385,157,3,5,10.0,19987.91,,"Flow Meter, magnetic, 150mm (6"")",MISSING_SERVICE_CODE
386,157,4,2,7.0,141167.41,,"Flow Meter, magnetic, 100mm (4"")",OK
387,157,5,89,1.0,8855.91,,"Pillow Block Bearing Unit UCP250, 50mm shaft",OK
388,157,6,157,5.0,146190.58,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OK
389,157,7,172,15.0,74737.9,,"Knife Gate Valve, 200mm (8""), rubber lined",OK
390,157,8,193,1.0,2737.32,,"Ball Valve, 50mm (2""), full bore, stainless trim",OK
391,157,9,34,19.0,36212.01,,"Knife Gate Valve, 40mm (1.5""), rubber lined",OK
392,157,10,158,8.0,9496.06,,"Motor Drive Coupling, elastomeric, rated for 45kW",OK
393,158,1,163,5.0,233485.74,,"Variable Speed Drive, 55kW",OK
394,159,1,101,5.0,1513.89,,"Conveyor Belt, steel cord, 1200mm width",OK
395,159,2,124,20.0,113467.74,,"Slip Ring Induction Motor, 15kW, 6-pole",OK
396,159,3,83,4.0,62968.94,,"SAG Mill Liner Plate, discharge grate, chrome-moly steel",OK
397,160,1,119,11.0,3810.7,,"Tapered Roller Bearing 32017, 17mm bore",OK
398,161,1,2,17.0,133732.85,,"Flow Meter, magnetic, 100mm (4"")",OK
399,161,2,13,13.0,25113.64,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OK
400,161,3,177,14.0,8476.65,,"Pillow Block Bearing Unit UCP225, 25mm shaft",OK
401,162,1,79,12.0,59513.11,,"Flotation Cell Stator, small cell",OK
402,162,2,27,4.0,2499.94,,"Gland Packing Set, shaft 50mm, PTFE impregnated",OK
403,163,1,129,11.0,262693.13,,"Slip Ring Induction Motor, 11kW, 6-pole",OK
404,164,1,38,3.0,16585.78,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OK
405,164,2,159,8.0,57635.59,,"Pinch Valve, 80mm (3""), slurry service",OK
406,165,1,93,10.0,74635.96,,"Pinch Valve, 150mm (6""), slurry service",OK
407,165,2,178,13.0,3693.98,,"Butterfly Valve, 25mm (1""), wafer type",OK
408,165,3,81,19.0,37603.56,,"Seal Support System, API Plan 32, shaft 50mm",OK
409,166,1,212,2.0,8774.11,SVC-CAL-01,Cal Service - contracted field technician,OK
410,166,2,213,16.0,28628.89,SVC-CAL-02,Cal Service - contracted field technician,OK
411,166,3,207,5.0,44028.57,SVC-REP-02,Rep Service - contracted field technician,OK
412,167,1,122,8.0,1507.72,,"Deep Groove Ball Bearing 6240-2RS, 40mm bore",OK
413,167,2,72,17.0,90842.76,,"Vertical Sump Pump Shaft Assembly, High-head",OK
414,168,1,81,11.0,34827.36,,"Seal Support System, API Plan 32, shaft 50mm",OK
415,169,1,218,11.0,17271.58,SVC-REF-01,Ref Service - contracted field technician,OK
416,169,2,209,14.0,29766.39,SVC-INS-01,Ins Service - contracted field technician,OK
417,169,3,210,1.0,10221.58,SVC-INS-02,Ins Service - contracted field technician,OK
418,170,1,189,3.0,76917.3,,"Flow Meter, magnetic, 40mm (1.5"")",OK
419,170,2,3,2.0,31494.91,,"Variable Speed Drive, 11kW",OK
420,170,3,119,8.0,3607.14,,"Tapered Roller Bearing 32017, 17mm bore",OK
421,171,1,157,17.0,159916.01,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OK
422,172,1,112,8.0,57423.99,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",MISSING_SERVICE_CODE
423,173,1,208,8.0,8852.72,SVC-REP-03,Rep Service - contracted field technician,OK
424,174,1,134,10.0,57777.28,,"Pinch Valve, 50mm (2""), slurry service",OK
425,174,2,84,14.0,86313.09,,"SAG Mill Liner Plate, shell, chrome-moly steel",OK
426,174,3,95,18.0,2470.87,,"Tapered Roller Bearing 32050, 50mm bore",OK
427,175,1,155,8.0,30637.35,,"Butterfly Valve, 100mm (4""), wafer type",OK
428,175,2,76,13.0,12542.28,,"Butterfly Valve, 40mm (1.5""), wafer type",OK
429,176,1,12,11.0,16561.47,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OK
430,177,1,25,4.0,1124.86,,"Conveyor Belt, steel cord, 1600mm width",OK
431,178,1,108,19.0,40391.62,,"Spherical Roller Bearing 22235, 35mm bore",OK
432,179,1,173,10.0,20744.64,,"Spherical Roller Bearing 22240, 40mm bore",OK
433,179,2,84,20.0,85517.48,,"SAG Mill Liner Plate, shell, chrome-moly steel",OK
434,179,3,166,19.0,191780.03,,"Variable Speed Drive, 7.5kW",OK
435,180,1,128,13.0,7398.02,,"Spherical Roller Bearing 22290, 90mm bore",OK
436,180,2,110,3.0,3007.63,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OK
437,180,3,128,8.0,7373.18,,"Spherical Roller Bearing 22290, 90mm bore",OK
438,181,1,184,15.0,44475.12,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OK
439,181,2,25,9.0,1141.21,,"Conveyor Belt, steel cord, 1600mm width",OK
440,181,3,75,17.0,19553.9,,"TEFC Induction Motor, 22kW, 4-pole, IE3",OK
441,182,1,220,4.0,12388.77,SVC-REF-03,Ref Service - contracted field technician,OK
442,182,2,211,1.0,35859.28,SVC-INS-03,Ins Service - contracted field technician,OK
443,182,3,218,19.0,17460.76,SVC-REF-01,Ref Service - contracted field technician,OK
444,183,1,190,19.0,105354.6,,"Mill Trunnion Bearing Liner, feed end",OK
445,183,2,54,3.0,670.42,,"Deep Groove Ball Bearing 6275-2RS, 75mm bore",OK
446,184,1,28,14.0,134310.71,,"Variable Speed Drive, 30kW",OK
447,184,2,95,18.0,2570.46,,"Tapered Roller Bearing 32050, 50mm bore",OK
448,184,3,107,12.0,60515.72,,"Knife Gate Valve, 150mm (6""), rubber lined",OK
449,185,1,19,5.0,134266.9,,"Density Meter, nuclear, 25mm (1"") pipe",OK
450,186,1,62,14.0,2261.87,,"Troughing Idler Set, 1400mm belt width, 3-roll",OK
451,187,1,127,18.0,47205.7,,"Crusher Toggle Plate, standard rating",OK
452,188,1,141,6.0,7625.15,,"Tapered Roller Bearing 32020, 20mm bore",OK
453,189,1,79,3.0,56123.79,,"Flotation Cell Stator, small cell",OK
454,190,1,74,4.0,74312.55,,"Seal Support System, API Plan 32, shaft 25mm",OK
455,190,2,3,19.0,35206.99,,"Variable Speed Drive, 11kW",OK
456,191,1,58,4.0,32682.16,,"Pinch Valve, 100mm (4""), slurry service",OK
457,192,1,115,8.0,24898.58,,"Ball Mill Grinding Media, 100mm, forged steel balls",OK
458,192,2,18,9.0,88175.66,,"Flotation Cell Impeller, small cell, rubber coated",OK
459,192,3,105,4.0,12754.06,,"Belt Scraper Blade Set, 650mm width, tungsten tip",OK
460,193,1,59,3.0,57564.5,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OK
461,194,1,74,7.0,83741.58,,"Seal Support System, API Plan 32, shaft 25mm",MISSING_SERVICE_CODE
462,194,2,198,14.0,65327.62,,"Knife Gate Valve, 80mm (3""), rubber lined",OK
463,195,1,186,16.0,81194.7,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OK
464,195,2,134,9.0,53803.6,,"Pinch Valve, 50mm (2""), slurry service",OK
465,195,3,4,3.0,1869.17,,"Gland Packing Set, shaft 100mm, PTFE impregnated",OK
466,196,1,102,16.0,167998.63,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OK
467,196,2,53,13.0,1106.41,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OK
468,196,3,9,20.0,92078.11,,"Cone Crusher Concave Ring, standard profile",OK
469,197,1,178,10.0,3876.06,,"Butterfly Valve, 25mm (1""), wafer type",OK
470,197,2,136,1.0,4548.85,,"Troughing Idler Set, 800mm belt width, 3-roll",OK
471,198,1,170,13.0,29419.78,,"Spherical Roller Bearing 22220, 20mm bore",OK
472,199,1,211,7.0,38210.12,SVC-INS-03,Ins Service - contracted field technician,OK
473,199,2,210,16.0,8775.95,SVC-INS-02,Ins Service - contracted field technician,OK
474,199,3,207,6.0,44026.95,SVC-REP-02,Rep Service - contracted field technician,OK
475,200,1,157,15.0,173785.68,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OK
476,200,2,165,5.0,11337.84,,"Tapered Roller Bearing 32060, 60mm bore",OK
477,201,1,43,16.0,2877.69,,"Ball Valve, 150mm (6""), full bore, stainless trim",OK
478,202,1,19,19.0,125641.5,,"Density Meter, nuclear, 25mm (1"") pipe",OK
479,203,1,128,18.0,7613.37,,"Spherical Roller Bearing 22290, 90mm bore",OK
480,203,2,53,1.0,1122.48,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OK
481,204,1,167,14.0,32398.0,,"Froth Paddle Assembly, medium cell",OK
482,204,2,95,3.0,2560.67,,"Tapered Roller Bearing 32050, 50mm bore",OK
483,204,3,103,11.0,35481.89,,"Diaphragm Dosing Pump Head Assembly, Light duty",OK
484,205,1,88,16.0,26516.6,,"Circuit Breaker, MCCB, 400A",OK
485,205,2,106,16.0,2523.12,,"Deep Groove Ball Bearing 6235-2RS, 35mm bore",OK
486,206,1,8,8.0,16034.16,,"Ball Valve, 40mm (1.5""), full bore, stainless trim",OK
487,206,2,45,9.0,32597.43,,"Level Transmitter, ultrasonic, 0-5m range",OK
488,207,1,210,3.0,8693.41,SVC-INS-02,Ins Service - contracted field technician,OK
489,207,2,207,14.0,39833.52,SVC-REP-02,Rep Service - contracted field technician,OK
490,207,3,218,10.0,14828.0,SVC-REF-01,Ref Service - contracted field technician,OK
491,208,1,218,18.0,17097.2,,Ref Service - contracted field technician,MISSING_SERVICE_CODE
492,209,1,198,14.0,67154.04,,"Knife Gate Valve, 80mm (3""), rubber lined",OK
493,209,2,17,8.0,10689.67,,"Belt Scraper Blade Set, 1400mm width, tungsten tip",OK
494,210,1,52,11.0,91435.62,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OK
495,210,2,183,5.0,5444.34,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OK
496,211,1,203,4.0,157179.43,,"Density Meter, nuclear, 100mm (4"") pipe",OK
497,211,2,150,15.0,866.53,,"Conveyor Belt, steel cord, 1400mm width",OK
498,212,1,44,16.0,192885.76,,"Density Meter, nuclear, 150mm (6"") pipe",OK
499,212,2,125,13.0,16055.8,,"Level Transmitter, ultrasonic, 0-10m range",OK
500,212,3,130,2.0,16222.02,,"Butterfly Valve, 200mm (8""), wafer type",OK
501,213,1,211,11.0,39094.99,SVC-INS-03,Ins Service - contracted field technician,OK
502,213,2,219,16.0,35674.34,SVC-REF-02,Ref Service - contracted field technician,OK
503,214,1,58,13.0,29786.94,,"Pinch Valve, 100mm (4""), slurry service",OK
504,215,1,86,1.0,254681.39,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OK
505,215,2,122,4.0,1822.36,,"Deep Groove Ball Bearing 6240-2RS, 40mm bore",OK
506,215,3,8,20.0,14539.96,,"Ball Valve, 40mm (1.5""), full bore, stainless trim",OK
507,216,1,219,14.0,31192.79,SVC-REF-02,Ref Service - contracted field technician,OK
508,216,2,216,17.0,25639.81,SVC-INS-02,Ins Service - contracted field technician,OK
509,217,1,211,3.0,40539.13,SVC-INS-03,Ins Service - contracted field technician,OK
510,217,2,215,7.0,31892.51,SVC-INS-01,Ins Service - contracted field technician,OK
511,217,3,211,14.0,39550.91,SVC-INS-03,Ins Service - contracted field technician,OK
512,218,1,158,4.0,11339.88,,"Motor Drive Coupling, elastomeric, rated for 45kW",OK
513,218,2,46,1.0,299449.92,,"Cone Crusher Concave Ring, fine profile",OK
514,218,3,65,8.0,44381.19,,"TEFC Induction Motor, 15kW, 4-pole, IE3",OK
515,219,1,59,4.0,65861.03,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OK
516,220,1,213,8.0,30039.72,SVC-CAL-02,Cal Service - contracted field technician,OK
517,220,2,209,13.0,30558.34,SVC-INS-01,Ins Service - contracted field technician,OK
518,220,3,217,19.0,38129.76,SVC-INS-03,Ins Service - contracted field technician,OK
519,221,1,126,19.0,4460.11,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OK
520,221,2,121,15.0,40410.88,,"Circuit Breaker, MCCB, 250A",OK
521,222,1,23,10.0,18291.26,,"Motor Drive Coupling, elastomeric, rated for 90kW",OK
522,223,1,81,9.0,34260.58,,"Seal Support System, API Plan 32, shaft 50mm",OK
523,223,2,128,10.0,7112.53,,"Spherical Roller Bearing 22290, 90mm bore",OK
524,223,3,36,12.0,141893.3,,"SAG Mill Liner Plate, head, chrome-moly steel",OK
525,223,4,12,8.0,15055.23,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OK
526,223,5,183,11.0,5832.39,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OK
527,224,1,35,16.0,4035.1,,"Impact Idler, 1400mm belt width, rubber disc",OK
528,224,2,177,10.0,8709.84,,"Pillow Block Bearing Unit UCP225, 25mm shaft",OK
529,224,3,190,16.0,106154.59,,"Mill Trunnion Bearing Liner, feed end",OK
530,225,1,209,5.0,30427.41,SVC-INS-01,Ins Service - contracted field technician,OK
531,226,1,212,1.0,9022.98,SVC-CAL-01,Cal Service - contracted field technician,OK
532,226,2,207,5.0,39627.01,SVC-REP-02,Rep Service - contracted field technician,OK
533,226,3,220,4.0,13286.77,SVC-REF-03,Ref Service - contracted field technician,OK
534,227,1,50,15.0,10778.72,,"Butterfly Valve, 80mm (3""), wafer type",OK
535,227,2,66,6.0,158775.13,,"Variable Speed Drive, 22kW",OK
536,227,3,121,9.0,38668.7,,"Circuit Breaker, MCCB, 250A",OK
537,228,1,180,3.0,19734.84,,"Pressure Transmitter, 0-40 bar range, 4-20mA",MISSING_SERVICE_CODE
538,228,2,164,5.0,25526.8,,items per attached list,VAGUE_DESCRIPTION
539,228,3,77,20.0,68967.61,,"TEFC Induction Motor, 90kW, 4-pole, IE3",OK
540,229,1,216,17.0,28120.08,SVC-INS-02,Ins Service - contracted field technician,OK
541,230,1,3,12.0,33538.96,,"Variable Speed Drive, 11kW",OK
542,230,2,104,16.0,32024.71,,"Centrifugal Slurry Pump Impeller, High-head, hard metal",OK
543,230,3,54,13.0,730.65,,"Deep Groove Ball Bearing 6275-2RS, 75mm bore",MISSING_SERVICE_CODE
544,231,1,1,20.0,131539.76,,"Density Meter, nuclear, 200mm (8"") pipe",OK
545,231,2,87,12.0,56951.01,,"Flotation Cell Impeller, tank cell, rubber coated",OK
546,232,1,6,2.0,19254.97,,"MCC Contactor, 95A, 3-pole",OK
547,232,2,102,7.0,163441.53,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OK
548,233,1,28,15.0,152827.36,,"Variable Speed Drive, 30kW",OK
549,234,1,157,4.0,161940.99,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OK
550,235,1,39,5.0,33138.89,,"Spherical Roller Bearing 22230, 30mm bore",OK
551,235,2,159,4.0,54221.61,,"Pinch Valve, 80mm (3""), slurry service",OK
552,236,1,169,17.0,145011.33,,"TEFC Induction Motor, 45kW, 4-pole, IE3",OK
553,236,2,188,20.0,55152.92,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OK
554,237,1,63,6.0,160852.11,,"TEFC Induction Motor, 30kW, 4-pole, IE3",OK
555,237,2,135,8.0,40510.5,,"Level Transmitter, ultrasonic, 0-20m range",OK
556,238,1,87,12.0,48794.37,,"Flotation Cell Impeller, tank cell, rubber coated",OK
557,238,2,111,9.0,3865.59,,"Tapered Roller Bearing 32040, 40mm bore",OK
558,238,3,145,15.0,62060.01,,"Vertical Sump Pump Shaft Assembly, Medium duty",OK
559,239,1,149,11.0,29677.36,,"Spherical Roller Bearing 22225, 25mm bore",OK
560,239,2,52,12.0,83487.08,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OK
561,239,3,75,18.0,19500.04,,"TEFC Induction Motor, 22kW, 4-pole, IE3",OK
562,240,1,80,15.0,9074.91,,"MCC Contactor, 32A, 3-pole",OK
563,241,1,220,1.0,14854.77,SVC-REF-03,Ref Service - contracted field technician,OK
564,241,2,209,6.0,27359.68,SVC-INS-01,Ins Service - contracted field technician,OK
565,241,3,219,10.0,35618.96,SVC-REF-02,Ref Service - contracted field technician,OK
566,242,1,99,8.0,224703.28,,"Cone Crusher Mantle, coarse profile",MISSING_SERVICE_CODE
567,243,1,219,18.0,32119.95,SVC-REF-02,Ref Service - contracted field technician,OK
568,243,2,207,9.0,43231.43,SVC-REP-02,Rep Service - contracted field technician,OK
569,243,3,214,10.0,15715.1,SVC-CAL-03,Cal Service - contracted field technician,OK
570,244,1,91,11.0,207.94,,"Power Cable, XLPE armoured, 4-core 70mm2",OK
571,245,1,89,3.0,8524.84,,"Pillow Block Bearing Unit UCP250, 50mm shaft",OK
572,245,2,179,19.0,35135.24,,"Jaw Crusher Fixed Jaw Plate, corrugated, manganese steel",OK
573,246,1,11,13.0,356328.91,,"Slip Ring Induction Motor, 110kW, 6-pole",OK
574,247,1,200,5.0,29289.91,,"Froth Paddle Assembly, small cell",OK
575,248,1,159,2.0,51426.83,,"Pinch Valve, 80mm (3""), slurry service",OK
576,248,2,46,8.0,273425.44,,"Cone Crusher Concave Ring, fine profile",OK
577,248,3,93,7.0,63151.45,,"Pinch Valve, 150mm (6""), slurry service",OK
578,249,1,199,10.0,2244.49,,"Impact Idler, 1000mm belt width, rubber disc",OK
579,249,2,65,2.0,49926.34,,"TEFC Induction Motor, 15kW, 4-pole, IE3",OK
580,250,1,123,9.0,23281.42,,"Motor Drive Coupling, elastomeric, rated for 15kW",OK
581,251,1,85,20.0,86437.77,,"Cone Crusher Mantle, fine profile",OK
582,251,2,109,15.0,5351.31,,"Troughing Idler Set, 1200mm belt width, 3-roll",OK
583,252,1,69,18.0,1917.1,,"Deep Groove Ball Bearing 6230-2RS, 30mm bore",OK
584,252,2,128,1.0,6807.62,,"Spherical Roller Bearing 22290, 90mm bore",OK
585,253,1,101,5.0,1805.47,,"Conveyor Belt, steel cord, 1200mm width",OK
586,253,2,131,9.0,18090.99,,"Butterfly Valve, 50mm (2""), wafer type",OK
587,253,3,13,3.0,23251.82,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OK
588,254,1,30,11.0,41703.64,,"Knife Gate Valve, 25mm (1""), rubber lined",OK
589,254,2,80,12.0,9050.28,,"MCC Contactor, 32A, 3-pole",OK
590,255,1,90,5.0,1138.56,,"Conveyor Belt, steel cord, 650mm width",OK
591,255,2,99,9.0,230565.11,,"Cone Crusher Mantle, coarse profile",OK
592,255,3,95,19.0,3016.93,,"Tapered Roller Bearing 32050, 50mm bore",OK
593,256,1,61,10.0,13697.91,,"Belt Scraper Blade Set, 1000mm width, tungsten tip",OK
594,256,2,187,2.0,23867.22,,"Ball Mill Grinding Media, 40mm, forged steel balls",OK
595,256,3,67,8.0,35908.84,,"Variable Speed Drive, 15kW",OK
596,256,4,49,2.0,107093.24,,"Vertical Sump Pump Shaft Assembly, Light duty",OK
597,256,5,126,4.0,4410.09,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OK
598,256,6,69,14.0,1652.25,,"Deep Groove Ball Bearing 6230-2RS, 30mm bore",OK
599,256,7,197,12.0,289743.44,,"Slip Ring Induction Motor, 75kW, 6-pole",OK
600,257,1,141,6.0,7695.22,,"Tapered Roller Bearing 32020, 20mm bore",MISSING_SERVICE_CODE
601,257,2,110,15.0,3656.98,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OK
602,257,3,44,5.0,194239.22,,"Density Meter, nuclear, 150mm (6"") pipe",OK
603,258,1,64,8.0,2848.05,,"Deep Groove Ball Bearing 6225-2RS, 25mm bore",OK
604,258,2,188,13.0,57674.22,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OK
605,259,1,13,11.0,25767.21,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OK
606,259,2,17,8.0,11081.3,,"Belt Scraper Blade Set, 1400mm width, tungsten tip",OK
607,259,3,97,20.0,16831.04,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OK
608,260,1,219,6.0,33590.72,SVC-REF-02,Ref Service - contracted field technician,OK
609,260,2,207,6.0,44639.02,SVC-REP-02,Rep Service - contracted field technician,OK
610,261,1,95,8.0,2798.0,,"Tapered Roller Bearing 32050, 50mm bore",OK
611,261,2,17,13.0,10219.9,,"Belt Scraper Blade Set, 1400mm width, tungsten tip",OK
612,262,1,23,20.0,17427.15,,"Motor Drive Coupling, elastomeric, rated for 90kW",OK
613,262,2,164,20.0,23806.18,,"Ball Mill Grinding Media, 60mm, forged steel balls",OK
614,262,3,131,10.0,18554.52,,"Butterfly Valve, 50mm (2""), wafer type",OK
615,263,1,87,3.0,49293.34,,"Flotation Cell Impeller, tank cell, rubber coated",OK
616,263,2,112,20.0,54918.46,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OK
