id,pr_id,material_id,quantity,unit_price,service_code,description,line_status,quality_flags
301,120,38,10.0,15308.36,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OPEN,
302,121,98,6.0,16246.98,,"Level Transmitter, ultrasonic, 0-15m range",OPEN,MISSING_SERVICE_CODE
303,121,69,3.0,1930.55,,"Deep Groove Ball Bearing 6230-2RS, 30mm bore",OPEN,MISSING_SERVICE_CODE
304,121,186,16.0,76842.76,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OPEN,
305,122,208,6.0,9662.5,SVC-REP-03,Rep Service - contracted field technician,OPEN,
306,123,188,15.0,62598.71,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OPEN,
307,123,194,11.0,107572.52,,"Flow Meter, magnetic, 25mm (1"")",OPEN,
308,123,150,18.0,856.81,,"Conveyor Belt, steel cord, 1400mm width",OPEN,MISSING_SERVICE_CODE
309,124,112,20.0,46349.73,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
310,124,55,17.0,310.39,,"Power Cable, XLPE armoured, 4-core 16mm2",OPEN,
311,124,190,7.0,103544.36,,"Mill Trunnion Bearing Liner, feed end",OPEN,
312,125,215,14.0,29087.98,SVC-INS-01,Ins Service - contracted field technician,OPEN,
313,125,220,10.0,14955.27,SVC-REF-03,spares as required,OPEN,VAGUE_DESCRIPTION
314,126,193,12.0,2434.26,,"Ball Valve, 50mm (2""), full bore, stainless trim",OPEN,
315,126,141,3.0,7169.81,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,
316,126,56,2.0,4979.14,,"MCC Contactor, 225A, 3-pole",OPEN,
317,126,21,7.0,4814.48,,"Pillow Block Bearing Unit UCP240, 40mm shaft",OPEN,
318,126,203,14.0,171201.24,,"Density Meter, nuclear, 100mm (4"") pipe",OPEN,
319,126,74,11.0,84397.43,,"Seal Support System, API Plan 32, shaft 25mm",OPEN,
320,126,137,17.0,19169.92,,"Pressure Transmitter, 0-10 bar range, 4-20mA",OPEN,
321,126,16,11.0,8330.86,,"Tapered Roller Bearing 32025, 25mm bore",OPEN,MISSING_SERVICE_CODE
322,126,204,15.0,85009.14,,"Slip Ring Induction Motor, 22kW, 6-pole",OPEN,
323,127,219,9.0,34608.6,SVC-REF-02,Ref Service - contracted field technician,OPEN,
324,128,32,11.0,287844.05,,"Variable Speed Drive, 45kW",OPEN,
325,129,79,19.0,56603.71,,"Flotation Cell Stator, small cell",OPEN,
326,129,2,6.0,128561.03,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
327,129,10,5.0,24832.67,,"Froth Paddle Assembly, large cell",OPEN,
328,130,129,18.0,313803.38,,"Slip Ring Induction Motor, 11kW, 6-pole",OPEN,
329,130,26,6.0,292583.71,,"Cone Crusher Mantle, extra-coarse profile",OPEN,
330,130,198,9.0,71296.04,,spares as required,OPEN,VAGUE_DESCRIPTION
331,131,104,6.0,31627.79,,"Centrifugal Slurry Pump Impeller, High-head, hard metal",OPEN,
332,132,116,2.0,108621.83,,misc parts,OPEN,VAGUE_DESCRIPTION
333,132,11,3.0,290867.07,,"Slip Ring Induction Motor, 110kW, 6-pole",OPEN,
334,133,208,20.0,9274.62,SVC-REP-03,Rep Service - contracted field technician,OPEN,
335,134,127,20.0,52515.62,,"Crusher Toggle Plate, standard rating",OPEN,
336,134,125,9.0,14264.6,,"Level Transmitter, ultrasonic, 0-10m range",OPEN,
337,135,16,8.0,9803.87,,"Tapered Roller Bearing 32025, 25mm bore",OPEN,
338,135,43,12.0,3223.12,,"Ball Valve, 150mm (6""), full bore, stainless trim",OPEN,
339,135,38,4.0,15160.77,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OPEN,
340,136,184,10.0,39016.67,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OPEN,
341,136,175,8.0,2174.89,,"Impact Idler, 650mm belt width, rubber disc",OPEN,
342,136,198,10.0,63171.73,,"Knife Gate Valve, 80mm (3""), rubber lined",OPEN,
343,137,163,19.0,249273.99,,"Variable Speed Drive, 55kW",OPEN,
344,137,105,3.0,13500.49,,"Belt Scraper Blade Set, 650mm width, tungsten tip",OPEN,
345,137,40,1.0,5842.29,,"Motor Drive Coupling, elastomeric, rated for 22kW",OPEN,
346,138,11,15.0,348905.8,,"Slip Ring Induction Motor, 110kW, 6-pole",OPEN,
347,138,113,1.0,182644.76,,"Centrifugal Slurry Pump Impeller, Heavy duty slurry, hard metal",OPEN,
348,139,11,13.0,329042.56,,"Slip Ring Induction Motor, 110kW, 6-pole",OPEN,
349,140,40,2.0,5586.31,,"Motor Drive Coupling, elastomeric, rated for 22kW",OPEN,MISSING_SERVICE_CODE
350,140,53,20.0,1229.53,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OPEN,
351,141,97,6.0,16432.79,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OPEN,
352,141,6,11.0,20041.13,,"MCC Contactor, 95A, 3-pole",OPEN,
353,141,5,10.0,19987.91,,"Flow Meter, magnetic, 150mm (6"")",OPEN,MISSING_SERVICE_CODE
354,141,2,7.0,141167.41,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
355,141,89,1.0,8855.91,,"Pillow Block Bearing Unit UCP250, 50mm shaft",OPEN,
356,141,157,5.0,146190.58,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OPEN,
357,141,172,15.0,74737.9,,"Knife Gate Valve, 200mm (8""), rubber lined",OPEN,
358,141,193,1.0,2737.32,,"Ball Valve, 50mm (2""), full bore, stainless trim",OPEN,
359,141,34,19.0,36212.01,,"Knife Gate Valve, 40mm (1.5""), rubber lined",OPEN,
360,141,158,8.0,9496.06,,"Motor Drive Coupling, elastomeric, rated for 45kW",OPEN,
361,142,101,5.0,1513.89,,"Conveyor Belt, steel cord, 1200mm width",OPEN,
362,142,124,20.0,113467.74,,"Slip Ring Induction Motor, 15kW, 6-pole",OPEN,
363,142,83,4.0,62968.94,,"SAG Mill Liner Plate, discharge grate, chrome-moly steel",OPEN,
364,143,119,11.0,3810.7,,"Tapered Roller Bearing 32017, 17mm bore",OPEN,
365,144,2,17.0,133732.85,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
366,144,13,13.0,25113.64,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
367,144,177,14.0,8476.65,,"Pillow Block Bearing Unit UCP225, 25mm shaft",OPEN,
368,145,79,12.0,59513.11,,"Flotation Cell Stator, small cell",OPEN,
369,145,27,4.0,2499.94,,"Gland Packing Set, shaft 50mm, PTFE impregnated",OPEN,
370,146,129,11.0,262693.13,,"Slip Ring Induction Motor, 11kW, 6-pole",OPEN,
371,147,38,3.0,16585.78,,"Mechanical Seal, shaft 50mm, tungsten carbide faces",OPEN,
372,147,159,8.0,57635.59,,"Pinch Valve, 80mm (3""), slurry service",OPEN,
373,148,93,10.0,74635.96,,"Pinch Valve, 150mm (6""), slurry service",OPEN,
374,148,178,13.0,3693.98,,"Butterfly Valve, 25mm (1""), wafer type",OPEN,
375,148,81,19.0,37603.56,,"Seal Support System, API Plan 32, shaft 50mm",OPEN,
376,149,212,2.0,8774.11,SVC-CAL-01,Cal Service - contracted field technician,OPEN,
377,149,213,16.0,28628.89,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
378,149,207,5.0,44028.57,SVC-REP-02,Rep Service - contracted field technician,OPEN,
379,150,122,8.0,1507.72,,"Deep Groove Ball Bearing 6240-2RS, 40mm bore",OPEN,
380,150,72,17.0,90842.76,,"Vertical Sump Pump Shaft Assembly, High-head",OPEN,
381,151,189,3.0,76917.3,,"Flow Meter, magnetic, 40mm (1.5"")",OPEN,
382,151,3,2.0,31494.91,,"Variable Speed Drive, 11kW",OPEN,
383,151,119,8.0,3607.14,,"Tapered Roller Bearing 32017, 17mm bore",OPEN,
384,152,157,17.0,159916.01,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OPEN,
385,153,112,8.0,57423.99,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,MISSING_SERVICE_CODE
386,154,208,8.0,8852.72,SVC-REP-03,Rep Service - contracted field technician,OPEN,
387,155,134,10.0,57777.28,,"Pinch Valve, 50mm (2""), slurry service",OPEN,
388,155,84,14.0,86313.09,,"SAG Mill Liner Plate, shell, chrome-moly steel",OPEN,
389,155,95,18.0,2470.87,,"Tapered Roller Bearing 32050, 50mm bore",OPEN,
390,156,12,11.0,16561.47,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
391,157,25,4.0,1124.86,,"Conveyor Belt, steel cord, 1600mm width",OPEN,
392,158,108,19.0,40391.62,,"Spherical Roller Bearing 22235, 35mm bore",OPEN,
393,159,128,13.0,7398.02,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
394,159,110,3.0,3007.63,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
395,159,128,8.0,7373.18,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
396,160,184,15.0,44475.12,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OPEN,
397,160,25,9.0,1141.21,,"Conveyor Belt, steel cord, 1600mm width",OPEN,
398,160,75,17.0,19553.9,,"TEFC Induction Motor, 22kW, 4-pole, IE3",OPEN,
399,161,220,4.0,12388.77,SVC-REF-03,Ref Service - contracted field technician,OPEN,
400,161,211,1.0,35859.28,SVC-INS-03,Ins Service - contracted field technician,OPEN,
401,161,218,19.0,17460.76,SVC-REF-01,Ref Service - contracted field technician,OPEN,
402,162,190,19.0,105354.6,,"Mill Trunnion Bearing Liner, feed end",OPEN,
403,162,54,3.0,670.42,,"Deep Groove Ball Bearing 6275-2RS, 75mm bore",OPEN,
404,163,28,14.0,134310.71,,"Variable Speed Drive, 30kW",OPEN,
405,163,95,18.0,2570.46,,"Tapered Roller Bearing 32050, 50mm bore",OPEN,
406,163,107,12.0,60515.72,,"Knife Gate Valve, 150mm (6""), rubber lined",OPEN,
407,164,62,14.0,2261.87,,"Troughing Idler Set, 1400mm belt width, 3-roll",OPEN,
408,165,127,18.0,47205.7,,"Crusher Toggle Plate, standard rating",OPEN,
409,166,74,4.0,74312.55,,"Seal Support System, API Plan 32, shaft 25mm",OPEN,
410,166,3,19.0,35206.99,,"Variable Speed Drive, 11kW",OPEN,
411,167,58,4.0,32682.16,,"Pinch Valve, 100mm (4""), slurry service",OPEN,
412,168,115,8.0,24898.58,,"Ball Mill Grinding Media, 100mm, forged steel balls",OPEN,
413,168,18,9.0,88175.66,,"Flotation Cell Impeller, small cell, rubber coated",OPEN,
414,168,105,4.0,12754.06,,"Belt Scraper Blade Set, 650mm width, tungsten tip",OPEN,
415,169,59,3.0,57564.5,,"TEFC Induction Motor, 110kW, 4-pole, IE3",OPEN,
416,170,74,7.0,83741.58,,"Seal Support System, API Plan 32, shaft 25mm",OPEN,MISSING_SERVICE_CODE
417,170,198,14.0,65327.62,,"Knife Gate Valve, 80mm (3""), rubber lined",OPEN,
418,171,102,16.0,167998.63,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OPEN,
419,171,53,13.0,1106.41,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OPEN,
420,171,9,20.0,92078.11,,"Cone Crusher Concave Ring, standard profile",OPEN,
421,172,170,13.0,29419.78,,"Spherical Roller Bearing 22220, 20mm bore",OPEN,
422,173,211,7.0,38210.12,SVC-INS-03,Ins Service - contracted field technician,OPEN,
423,173,210,16.0,8775.95,SVC-INS-02,Ins Service - contracted field technician,OPEN,
424,173,207,6.0,44026.95,SVC-REP-02,Rep Service - contracted field technician,OPEN,
425,174,157,15.0,173785.68,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OPEN,
426,174,165,5.0,11337.84,,"Tapered Roller Bearing 32060, 60mm bore",OPEN,
427,175,43,16.0,2877.69,,"Ball Valve, 150mm (6""), full bore, stainless trim",OPEN,
428,176,19,19.0,125641.5,,"Density Meter, nuclear, 25mm (1"") pipe",OPEN,
429,177,128,18.0,7613.37,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
430,177,53,1.0,1122.48,,"Gland Packing Set, shaft 38mm, PTFE impregnated",OPEN,
431,178,167,14.0,32398.0,,"Froth Paddle Assembly, medium cell",OPEN,
432,178,95,3.0,2560.67,,"Tapered Roller Bearing 32050, 50mm bore",OPEN,
433,178,103,11.0,35481.89,,"Diaphragm Dosing Pump Head Assembly, Light duty",OPEN,
434,179,8,8.0,16034.16,,"Ball Valve, 40mm (1.5""), full bore, stainless trim",OPEN,
435,179,45,9.0,32597.43,,"Level Transmitter, ultrasonic, 0-5m range",OPEN,
436,180,210,3.0,8693.41,SVC-INS-02,Ins Service - contracted field technician,OPEN,
437,180,207,14.0,39833.52,SVC-REP-02,Rep Service - contracted field technician,OPEN,
438,180,218,10.0,14828.0,SVC-REF-01,Ref Service - contracted field technician,OPEN,
439,181,198,14.0,67154.04,,"Knife Gate Valve, 80mm (3""), rubber lined",OPEN,
440,181,17,8.0,10689.67,,"Belt Scraper Blade Set, 1400mm width, tungsten tip",OPEN,
441,182,52,11.0,91435.62,,"Jaw Crusher Fixed Jaw Plate, high-manganese, manganese steel",OPEN,
442,182,183,5.0,5444.34,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OPEN,
443,183,203,4.0,157179.43,,"Density Meter, nuclear, 100mm (4"") pipe",OPEN,
444,183,150,15.0,866.53,,"Conveyor Belt, steel cord, 1400mm width",OPEN,
445,184,44,16.0,192885.76,,"Density Meter, nuclear, 150mm (6"") pipe",OPEN,
446,184,125,13.0,16055.8,,"Level Transmitter, ultrasonic, 0-10m range",OPEN,
447,184,130,2.0,16222.02,,"Butterfly Valve, 200mm (8""), wafer type",OPEN,
448,185,211,11.0,39094.99,SVC-INS-03,Ins Service - contracted field technician,OPEN,
449,185,219,16.0,35674.34,SVC-REF-02,Ref Service - contracted field technician,OPEN,
450,186,58,13.0,29786.94,,"Pinch Valve, 100mm (4""), slurry service",OPEN,
451,187,219,14.0,31192.79,SVC-REF-02,Ref Service - contracted field technician,OPEN,
452,187,216,17.0,25639.81,SVC-INS-02,Ins Service - contracted field technician,OPEN,
453,188,211,3.0,40539.13,SVC-INS-03,Ins Service - contracted field technician,OPEN,
454,188,215,7.0,31892.51,SVC-INS-01,Ins Service - contracted field technician,OPEN,
455,188,211,14.0,39550.91,SVC-INS-03,Ins Service - contracted field technician,OPEN,
456,189,158,4.0,11339.88,,"Motor Drive Coupling, elastomeric, rated for 45kW",OPEN,
457,189,46,1.0,299449.92,,"Cone Crusher Concave Ring, fine profile",OPEN,
458,189,65,8.0,44381.19,,"TEFC Induction Motor, 15kW, 4-pole, IE3",OPEN,
459,190,213,8.0,30039.72,SVC-CAL-02,Cal Service - contracted field technician,OPEN,
460,190,209,13.0,30558.34,SVC-INS-01,Ins Service - contracted field technician,OPEN,
461,190,217,19.0,38129.76,SVC-INS-03,Ins Service - contracted field technician,OPEN,
462,191,126,19.0,4460.11,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OPEN,
463,191,121,15.0,40410.88,,"Circuit Breaker, MCCB, 250A",OPEN,
464,192,23,10.0,18291.26,,"Motor Drive Coupling, elastomeric, rated for 90kW",OPEN,
465,193,81,9.0,34260.58,,"Seal Support System, API Plan 32, shaft 50mm",OPEN,
466,193,128,10.0,7112.53,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
467,193,36,12.0,141893.3,,"SAG Mill Liner Plate, head, chrome-moly steel",OPEN,
468,193,12,8.0,15055.23,,"Belt Scraper Blade Set, 1600mm width, tungsten tip",OPEN,
469,193,183,11.0,5832.39,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OPEN,
470,194,35,16.0,4035.1,,"Impact Idler, 1400mm belt width, rubber disc",OPEN,
471,194,177,10.0,8709.84,,"Pillow Block Bearing Unit UCP225, 25mm shaft",OPEN,
472,194,190,16.0,106154.59,,"Mill Trunnion Bearing Liner, feed end",OPEN,
473,195,209,5.0,30427.41,SVC-INS-01,Ins Service - contracted field technician,OPEN,
474,196,212,1.0,9022.98,SVC-CAL-01,Cal Service - contracted field technician,OPEN,
475,196,207,5.0,39627.01,SVC-REP-02,Rep Service - contracted field technician,OPEN,
476,196,220,4.0,13286.77,SVC-REF-03,Ref Service - contracted field technician,OPEN,
477,197,50,15.0,10778.72,,"Butterfly Valve, 80mm (3""), wafer type",OPEN,
478,197,66,6.0,158775.13,,"Variable Speed Drive, 22kW",OPEN,
479,197,121,9.0,38668.7,,"Circuit Breaker, MCCB, 250A",OPEN,
480,198,216,17.0,28120.08,SVC-INS-02,Ins Service - contracted field technician,OPEN,
481,199,1,20.0,131539.76,,"Density Meter, nuclear, 200mm (8"") pipe",OPEN,
482,199,87,12.0,56951.01,,"Flotation Cell Impeller, tank cell, rubber coated",OPEN,
483,200,6,2.0,19254.97,,"MCC Contactor, 95A, 3-pole",OPEN,
484,200,102,7.0,163441.53,,"Centrifugal Slurry Pump Impeller, Light duty, hard metal",OPEN,
485,201,28,15.0,152827.36,,"Variable Speed Drive, 30kW",OPEN,
486,202,157,4.0,161940.99,,"TEFC Induction Motor, 55kW, 4-pole, IE3",OPEN,
487,203,169,17.0,145011.33,,"TEFC Induction Motor, 45kW, 4-pole, IE3",OPEN,
488,203,188,20.0,55152.92,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OPEN,
489,204,63,6.0,160852.11,,"TEFC Induction Motor, 30kW, 4-pole, IE3",OPEN,
490,204,135,8.0,40510.5,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
491,205,80,15.0,9074.91,,"MCC Contactor, 32A, 3-pole",OPEN,
492,206,99,8.0,224703.28,,"Cone Crusher Mantle, coarse profile",OPEN,MISSING_SERVICE_CODE
493,207,219,18.0,32119.95,SVC-REF-02,Ref Service - contracted field technician,OPEN,
494,207,207,9.0,43231.43,SVC-REP-02,Rep Service - contracted field technician,OPEN,
495,207,214,10.0,15715.1,SVC-CAL-03,Cal Service - contracted field technician,OPEN,
496,208,91,11.0,207.94,,"Power Cable, XLPE armoured, 4-core 70mm2",OPEN,
497,209,200,5.0,29289.91,,"Froth Paddle Assembly, small cell",OPEN,
498,210,159,2.0,51426.83,,"Pinch Valve, 80mm (3""), slurry service",OPEN,
499,210,46,8.0,273425.44,,"Cone Crusher Concave Ring, fine profile",OPEN,
500,210,93,7.0,63151.45,,"Pinch Valve, 150mm (6""), slurry service",OPEN,
501,211,123,9.0,23281.42,,"Motor Drive Coupling, elastomeric, rated for 15kW",OPEN,
502,212,69,18.0,1917.1,,"Deep Groove Ball Bearing 6230-2RS, 30mm bore",OPEN,
503,212,128,1.0,6807.62,,"Spherical Roller Bearing 22290, 90mm bore",OPEN,
504,213,101,5.0,1805.47,,"Conveyor Belt, steel cord, 1200mm width",OPEN,
505,213,131,9.0,18090.99,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
506,213,13,3.0,23251.82,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
507,214,30,11.0,41703.64,,"Knife Gate Valve, 25mm (1""), rubber lined",OPEN,
508,214,80,12.0,9050.28,,"MCC Contactor, 32A, 3-pole",OPEN,
509,215,90,5.0,1138.56,,"Conveyor Belt, steel cord, 650mm width",OPEN,
510,215,99,9.0,230565.11,,"Cone Crusher Mantle, coarse profile",OPEN,
511,215,95,19.0,3016.93,,"Tapered Roller Bearing 32050, 50mm bore",OPEN,
512,216,61,10.0,13697.91,,"Belt Scraper Blade Set, 1000mm width, tungsten tip",OPEN,
513,216,187,2.0,23867.22,,"Ball Mill Grinding Media, 40mm, forged steel balls",OPEN,
514,216,67,8.0,35908.84,,"Variable Speed Drive, 15kW",OPEN,
515,216,49,2.0,107093.24,,"Vertical Sump Pump Shaft Assembly, Light duty",OPEN,
516,216,126,4.0,4410.09,,"Gland Packing Set, shaft 80mm, PTFE impregnated",OPEN,
517,216,69,14.0,1652.25,,"Deep Groove Ball Bearing 6230-2RS, 30mm bore",OPEN,
518,216,197,12.0,289743.44,,"Slip Ring Induction Motor, 75kW, 6-pole",OPEN,
519,217,141,6.0,7695.22,,"Tapered Roller Bearing 32020, 20mm bore",OPEN,MISSING_SERVICE_CODE
520,217,110,15.0,3656.98,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
521,217,44,5.0,194239.22,,"Density Meter, nuclear, 150mm (6"") pipe",OPEN,
522,218,64,8.0,2848.05,,"Deep Groove Ball Bearing 6225-2RS, 25mm bore",OPEN,
523,218,188,13.0,57674.22,,"Centrifugal Slurry Pump Casing Liner, Low-flow metering",OPEN,
524,219,13,11.0,25767.21,,"Vertical Sump Pump Shaft Assembly, Heavy duty slurry",OPEN,
525,219,17,8.0,11081.3,,"Belt Scraper Blade Set, 1400mm width, tungsten tip",OPEN,
526,219,97,20.0,16831.04,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OPEN,
527,220,219,6.0,33590.72,SVC-REF-02,Ref Service - contracted field technician,OPEN,
528,220,207,6.0,44639.02,SVC-REP-02,Rep Service - contracted field technician,OPEN,
529,221,95,8.0,2798.0,,"Tapered Roller Bearing 32050, 50mm bore",OPEN,
530,221,17,13.0,10219.9,,"Belt Scraper Blade Set, 1400mm width, tungsten tip",OPEN,
531,222,23,20.0,17427.15,,"Motor Drive Coupling, elastomeric, rated for 90kW",OPEN,
532,222,164,20.0,23806.18,,"Ball Mill Grinding Media, 60mm, forged steel balls",OPEN,
533,222,131,10.0,18554.52,,"Butterfly Valve, 50mm (2""), wafer type",OPEN,
534,223,87,3.0,49293.34,,"Flotation Cell Impeller, tank cell, rubber coated",OPEN,
535,223,112,20.0,54918.46,,"Diaphragm Dosing Pump Head Assembly, Low-flow metering",OPEN,
536,223,146,3.0,1878.38,,"Deep Groove Ball Bearing 6260-2RS, 60mm bore",OPEN,
537,223,70,11.0,65002.61,,"Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel",OPEN,
538,223,186,17.0,86136.32,,"SAG Mill Liner Plate, lifter bar, chrome-moly steel",OPEN,
539,224,190,9.0,104366.6,,"Mill Trunnion Bearing Liner, feed end",OPEN,
540,224,41,14.0,275409.0,,"Variable Speed Drive, 110kW",OPEN,
541,224,127,1.0,50904.16,,"Crusher Toggle Plate, standard rating",OPEN,
542,224,124,1.0,116303.56,,"Slip Ring Induction Motor, 15kW, 6-pole",OPEN,
543,224,139,11.0,5858.15,,"Tapered Roller Bearing 32075, 75mm bore",OPEN,
544,224,51,11.0,302071.89,,"Mill Trunnion Bearing Liner, discharge end",OPEN,
545,224,183,4.0,4978.42,,"Pillow Block Bearing Unit UCP235, 35mm shaft",OPEN,
546,224,196,8.0,4312.96,,"Impact Idler, 800mm belt width, rubber disc",OPEN,
547,225,208,18.0,9698.94,SVC-REP-03,Rep Service - contracted field technician,OPEN,
548,225,210,3.0,10383.62,SVC-INS-02,Ins Service - contracted field technician,OPEN,
549,226,210,20.0,10531.12,SVC-INS-02,Ins Service - contracted field technician,OPEN,
550,227,217,16.0,42419.47,SVC-INS-03,Ins Service - contracted field technician,OPEN,
551,227,209,19.0,29662.01,SVC-INS-01,Ins Service - contracted field technician,OPEN,
552,228,2,7.0,135234.94,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
553,228,113,2.0,184555.74,,"Centrifugal Slurry Pump Impeller, Heavy duty slurry, hard metal",OPEN,
554,229,203,9.0,168630.68,,"Density Meter, nuclear, 100mm (4"") pipe",OPEN,
555,229,117,5.0,22603.87,,"Spherical Roller Bearing 22275, 75mm bore",OPEN,
556,229,36,10.0,132490.63,,items per attached list,OPEN,VAGUE_DESCRIPTION
557,230,135,19.0,41308.81,,"Level Transmitter, ultrasonic, 0-20m range",OPEN,
558,230,24,1.0,54913.26,,"Seal Support System, API Plan 32, shaft 80mm",OPEN,
559,230,180,12.0,19543.99,,"Pressure Transmitter, 0-40 bar range, 4-20mA",OPEN,
560,231,202,1.0,140905.65,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
561,231,150,20.0,979.7,,"Conveyor Belt, steel cord, 1400mm width",OPEN,
562,232,94,5.0,7372.99,,"Pillow Block Bearing Unit UCP230, 30mm shaft",OPEN,
563,232,198,19.0,61227.4,,"Knife Gate Valve, 80mm (3""), rubber lined",OPEN,
564,232,63,15.0,147960.67,,"TEFC Induction Motor, 30kW, 4-pole, IE3",OPEN,
565,233,206,4.0,7270.95,SVC-REP-01,Rep Service - contracted field technician,OPEN,
566,233,220,15.0,12771.0,SVC-REF-03,Ref Service - contracted field technician,OPEN,
567,233,212,17.0,7835.23,SVC-CAL-01,Cal Service - contracted field technician,OPEN,
568,234,202,8.0,125741.77,,"Flow Meter, magnetic, 80mm (3"")",OPEN,MISSING_SERVICE_CODE
569,234,117,7.0,24749.77,,"Spherical Roller Bearing 22275, 75mm bore",OPEN,
570,235,67,20.0,33247.28,,"Variable Speed Drive, 15kW",OPEN,
571,235,43,7.0,3033.36,,"Ball Valve, 150mm (6""), full bore, stainless trim",OPEN,
572,236,206,1.0,7296.76,SVC-REP-01,Rep Service - contracted field technician,OPEN,
573,237,125,15.0,15665.35,,"Level Transmitter, ultrasonic, 0-10m range",OPEN,
574,238,97,5.0,17831.63,,"Motor Drive Coupling, elastomeric, rated for 7.5kW",OPEN,
575,238,127,6.0,49543.06,,"Crusher Toggle Plate, standard rating",OPEN,
576,239,65,1.0,46572.18,,"TEFC Induction Motor, 15kW, 4-pole, IE3",OPEN,
577,239,50,3.0,9603.88,,"Butterfly Valve, 80mm (3""), wafer type",OPEN,
578,239,44,9.0,175420.93,,"Density Meter, nuclear, 150mm (6"") pipe",OPEN,
579,240,148,1.0,204621.67,,"Cone Crusher Concave Ring, coarse profile",OPEN,
580,240,140,16.0,3242.02,,"Gland Packing Set, shaft 25mm, PTFE impregnated",OPEN,
581,241,114,10.0,9182.38,,"Tapered Roller Bearing 32090, 90mm bore",OPEN,
582,241,108,14.0,39242.68,,"Spherical Roller Bearing 22235, 35mm bore",OPEN,
583,242,184,2.0,45984.66,,"Diaphragm Dosing Pump Head Assembly, Medium duty",OPEN,
584,242,161,20.0,15212.05,,"Pressure Transmitter, 0-100 bar range, 4-20mA",OPEN,
585,243,138,13.0,30809.47,,"Centrifugal Slurry Pump Casing Liner, High-head",OPEN,
586,243,86,15.0,283883.61,,"Slip Ring Induction Motor, 7.5kW, 6-pole",OPEN,
587,244,208,5.0,9693.54,SVC-REP-03,Rep Service - contracted field technician,OPEN,
588,244,220,18.0,13435.8,SVC-REF-03,Ref Service - contracted field technician,OPEN,
589,244,211,16.0,40530.48,SVC-INS-03,Ins Service - contracted field technician,OPEN,
590,245,134,2.0,59616.71,,"Pinch Valve, 50mm (2""), slurry service",OPEN,
591,246,82,3.0,60757.66,,"Knife Gate Valve, 100mm (4""), rubber lined",OPEN,
592,246,70,18.0,72058.21,,"Jaw Crusher Fixed Jaw Plate, wave-profile, manganese steel",OPEN,
593,247,110,1.0,3425.74,,"Deep Groove Ball Bearing 6220-2RS, 20mm bore",OPEN,
594,247,2,20.0,139791.21,,"Flow Meter, magnetic, 100mm (4"")",OPEN,
595,247,23,2.0,17225.88,,"Motor Drive Coupling, elastomeric, rated for 90kW",OPEN,
596,248,73,19.0,53460.23,,"Flotation Cell Impeller, medium cell, rubber coated",OPEN,
597,249,55,10.0,312.94,,"Power Cable, XLPE armoured, 4-core 16mm2",OPEN,
598,250,198,16.0,67498.58,,"Knife Gate Valve, 80mm (3""), rubber lined",OPEN,
599,251,202,1.0,121045.21,,"Flow Meter, magnetic, 80mm (3"")",OPEN,
600,251,25,10.0,1065.77,,"Conveyor Belt, steel cord, 1600mm width",OPEN,
601,252,153,18.0,119961.29,,"Density Meter, nuclear, 40mm (1.5"") pipe",OPEN,
602,253,81,3.0,31215.72,,"Seal Support System, API Plan 32, shaft 50mm",OPEN,
