approval_id,recommendation_id,approver_role,approver_user,decision,decision_date,comment
APR-000258,REC-000378,Commercial Head,VZIINV02,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000259,REC-000379,Engineering Head,VZIINV01,APPROVED,2026-07-26,Approved; to be applied in SAP by VZI.
APR-000260,REC-000381,Commercial Head,VZIINV02,HELD,2026-08-12,Held pending further consumption evidence.
APR-000261,REC-000382,Engineering Head,VZIINV01,HELD,2026-06-21,Held pending further consumption evidence.
APR-000262,REC-000386,Inventory Controller,VZIINV02,HELD,2026-08-23,Held pending further consumption evidence.
APR-000263,REC-000388,Engineering Head,VZIINV01,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-000264,REC-000389,Engineering Head,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000265,REC-000390,Plant Head,VZIINV01,HELD,2026-06-04,Held pending further consumption evidence.
APR-000266,REC-000391,Plant Head,VZIINV02,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000267,REC-000392,Engineering Head,VZIINV02,HELD,2026-08-14,Held pending further consumption evidence.
APR-000268,REC-000395,Inventory Controller,VZIINV02,APPROVED,2026-08-26,Approved; to be applied in SAP by VZI.
APR-000269,REC-000397,Engineering Head,VZIINV02,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000270,REC-000399,Plant Head,VZIINV02,REJECTED,2026-07-27,Consumption not considered representative.
APR-000271,REC-000400,Commercial Head,VZIINV01,HELD,2026-08-13,Held pending further consumption evidence.
APR-000272,REC-000401,Plant Head,VZIINV01,HELD,2026-08-08,Held pending further consumption evidence.
APR-000273,REC-000402,Engineering Head,VZIINV01,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000274,REC-000403,Engineering Head,VZIINV01,HELD,2026-06-28,Held pending further consumption evidence.
APR-000275,REC-000404,Inventory Controller,VZIINV02,APPROVED,2026-09-04,Approved; to be applied in SAP by VZI.
APR-000276,REC-000405,Plant Head,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-000277,REC-000406,Inventory Controller,VZIINV02,APPROVED,2026-06-20,Approved; to be applied in SAP by VZI.
APR-000278,REC-000407,Inventory Controller,VZIINV01,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000279,REC-000408,Engineering Head,VZIINV01,APPROVED,2026-06-10,Approved; to be applied in SAP by VZI.
APR-000280,REC-000411,Commercial Head,VZIINV02,HELD,2026-09-01,Held pending further consumption evidence.
APR-000281,REC-000412,Plant Head,VZIINV01,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000282,REC-000414,Plant Head,VZIINV01,APPROVED,2026-05-16,Approved; to be applied in SAP by VZI.
APR-000283,REC-000415,Commercial Head,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-000284,REC-000416,Plant Head,VZIINV01,APPROVED,2026-07-01,Approved; to be applied in SAP by VZI.
APR-000285,REC-000417,Plant Head,VZIINV02,REJECTED,2026-06-30,Consumption not considered representative.
APR-000286,REC-000419,Inventory Controller,VZIINV02,APPROVED,2026-09-03,Approved; to be applied in SAP by VZI.
APR-000287,REC-000420,Inventory Controller,VZIINV02,HELD,2026-07-19,Held pending further consumption evidence.
APR-000288,REC-000421,Plant Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000289,REC-000423,Engineering Head,VZIINV01,APPROVED,2026-08-07,Approved; to be applied in SAP by VZI.
APR-000290,REC-000424,Engineering Head,VZIINV01,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-000291,REC-000425,Inventory Controller,VZIINV01,APPROVED,2026-07-28,Approved; to be applied in SAP by VZI.
APR-000292,REC-000426,Commercial Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000293,REC-000429,Inventory Controller,VZIINV01,APPROVED,2026-07-03,Approved; to be applied in SAP by VZI.
APR-000294,REC-000430,Inventory Controller,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000295,REC-000431,Commercial Head,VZIINV01,APPROVED,2026-07-20,Approved; to be applied in SAP by VZI.
APR-000296,REC-000432,Commercial Head,VZIINV02,APPROVED,2026-07-24,Approved; to be applied in SAP by VZI.
APR-000297,REC-000435,Inventory Controller,VZIINV01,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000298,REC-000436,Inventory Controller,VZIINV01,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000299,REC-000438,Plant Head,VZIINV01,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-000300,REC-000439,Plant Head,VZIINV02,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000301,REC-000440,Plant Head,VZIINV02,REJECTED,2026-09-04,Consumption not considered representative.
APR-000302,REC-000441,Plant Head,VZIINV01,APPROVED,2026-08-11,Approved; to be applied in SAP by VZI.
APR-000303,REC-000442,Commercial Head,VZIINV01,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000304,REC-000443,Plant Head,VZIINV02,APPROVED,2026-06-22,Approved; to be applied in SAP by VZI.
APR-000305,REC-000444,Plant Head,VZIINV02,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-000306,REC-000447,Plant Head,VZIINV01,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000307,REC-000448,Plant Head,VZIINV02,APPROVED,2026-08-07,Approved; to be applied in SAP by VZI.
APR-000308,REC-000449,Inventory Controller,VZIINV01,REJECTED,2026-08-13,Consumption not considered representative.
APR-000309,REC-000450,Plant Head,VZIINV02,REJECTED,2026-06-22,Consumption not considered representative.
APR-000310,REC-000451,Commercial Head,VZIINV01,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000311,REC-000452,Commercial Head,VZIINV02,REJECTED,2026-08-06,Consumption not considered representative.
APR-000312,REC-000453,Engineering Head,VZIINV02,APPROVED,2026-07-13,Approved; to be applied in SAP by VZI.
APR-000313,REC-000458,Inventory Controller,VZIINV01,REJECTED,2026-07-04,Consumption not considered representative.
APR-000314,REC-000459,Inventory Controller,VZIINV02,HELD,2026-06-16,Held pending further consumption evidence.
APR-000315,REC-000460,Commercial Head,VZIINV01,APPROVED,2026-07-26,Approved; to be applied in SAP by VZI.
APR-000316,REC-000462,Engineering Head,VZIINV02,REJECTED,2026-05-20,Consumption not considered representative.
APR-000317,REC-000464,Plant Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000318,REC-000465,Engineering Head,VZIINV02,REJECTED,2026-08-15,Consumption not considered representative.
APR-000319,REC-000466,Engineering Head,VZIINV02,HELD,2026-07-14,Held pending further consumption evidence.
APR-000320,REC-000467,Inventory Controller,VZIINV02,REJECTED,2026-06-07,Consumption not considered representative.
APR-000321,REC-000468,Inventory Controller,VZIINV02,APPROVED,2026-07-22,Approved; to be applied in SAP by VZI.
APR-000322,REC-000470,Engineering Head,VZIINV01,REJECTED,2026-08-01,Consumption not considered representative.
APR-000323,REC-000471,Engineering Head,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-000324,REC-000474,Plant Head,VZIINV02,APPROVED,2026-09-06,Approved; to be applied in SAP by VZI.
APR-000325,REC-000475,Inventory Controller,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000326,REC-000476,Inventory Controller,VZIINV02,APPROVED,2026-07-09,Approved; to be applied in SAP by VZI.
APR-000327,REC-000477,Inventory Controller,VZIINV01,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-000328,REC-000478,Engineering Head,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000329,REC-000479,Engineering Head,VZIINV02,APPROVED,2026-08-01,Approved; to be applied in SAP by VZI.
APR-000330,REC-000480,Inventory Controller,VZIINV02,APPROVED,2026-08-21,Approved; to be applied in SAP by VZI.
APR-000331,REC-000481,Commercial Head,VZIINV02,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000332,REC-000482,Plant Head,VZIINV01,REJECTED,2026-07-26,Consumption not considered representative.
APR-000333,REC-000483,Plant Head,VZIINV02,HELD,2026-08-22,Held pending further consumption evidence.
APR-000334,REC-000484,Inventory Controller,VZIINV01,HELD,2026-08-02,Held pending further consumption evidence.
APR-000335,REC-000485,Plant Head,VZIINV01,APPROVED,2026-05-31,Approved; to be applied in SAP by VZI.
APR-000336,REC-000487,Inventory Controller,VZIINV02,HELD,2026-07-02,Held pending further consumption evidence.
APR-000337,REC-000488,Plant Head,VZIINV01,APPROVED,2026-07-17,Approved; to be applied in SAP by VZI.
APR-000338,REC-000489,Commercial Head,VZIINV01,REJECTED,2026-06-30,Consumption not considered representative.
APR-000339,REC-000490,Plant Head,VZIINV01,HELD,2026-08-16,Held pending further consumption evidence.
APR-000340,REC-000491,Plant Head,VZIINV02,HELD,2026-05-20,Held pending further consumption evidence.
APR-000341,REC-000492,Inventory Controller,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000342,REC-000493,Inventory Controller,VZIINV01,APPROVED,2026-07-19,Approved; to be applied in SAP by VZI.
APR-000343,REC-000495,Plant Head,VZIINV02,REJECTED,2026-08-16,Consumption not considered representative.
APR-000344,REC-000496,Plant Head,VZIINV01,APPROVED,2026-05-20,Approved; to be applied in SAP by VZI.
APR-000345,REC-000497,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000346,REC-000498,Inventory Controller,VZIINV02,APPROVED,2026-07-26,Approved; to be applied in SAP by VZI.
APR-000347,REC-000500,Commercial Head,VZIINV01,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000348,REC-000501,Commercial Head,VZIINV01,APPROVED,2026-08-20,Approved; to be applied in SAP by VZI.
APR-000349,REC-000503,Inventory Controller,VZIINV01,HELD,2026-07-23,Held pending further consumption evidence.
APR-000350,REC-000504,Inventory Controller,VZIINV02,HELD,2026-07-25,Held pending further consumption evidence.
APR-000351,REC-000505,Inventory Controller,VZIINV02,APPROVED,2026-07-27,Approved; to be applied in SAP by VZI.
APR-000352,REC-000506,Plant Head,VZIINV01,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000353,REC-000507,Inventory Controller,VZIINV01,APPROVED,2026-05-13,Approved; to be applied in SAP by VZI.
APR-000354,REC-000508,Inventory Controller,VZIINV02,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000355,REC-000509,Inventory Controller,VZIINV02,REJECTED,2026-08-18,Consumption not considered representative.
APR-000356,REC-000510,Inventory Controller,VZIINV02,APPROVED,2026-08-08,Approved; to be applied in SAP by VZI.
APR-000357,REC-000511,Engineering Head,VZIINV01,HELD,2026-06-30,Held pending further consumption evidence.
APR-000358,REC-000512,Engineering Head,VZIINV02,HELD,2026-09-07,Held pending further consumption evidence.
APR-000359,REC-000514,Commercial Head,VZIINV02,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000360,REC-000515,Commercial Head,VZIINV01,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000361,REC-000516,Inventory Controller,VZIINV02,REJECTED,2026-05-25,Consumption not considered representative.
APR-000362,REC-000517,Plant Head,VZIINV02,REJECTED,2026-07-18,Consumption not considered representative.
APR-000363,REC-000518,Plant Head,VZIINV02,HELD,2026-07-06,Held pending further consumption evidence.
APR-000364,REC-000519,Inventory Controller,VZIINV02,APPROVED,2026-07-07,Approved; to be applied in SAP by VZI.
APR-000365,REC-000520,Inventory Controller,VZIINV02,APPROVED,2026-06-06,Approved; to be applied in SAP by VZI.
APR-000366,REC-000521,Commercial Head,VZIINV01,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-000367,REC-000523,Inventory Controller,VZIINV02,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-000368,REC-000524,Inventory Controller,VZIINV01,APPROVED,2026-05-30,Approved; to be applied in SAP by VZI.
APR-000369,REC-000525,Inventory Controller,VZIINV01,APPROVED,2026-09-01,Approved; to be applied in SAP by VZI.
APR-000370,REC-000527,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000371,REC-000528,Commercial Head,VZIINV02,APPROVED,2026-07-30,Approved; to be applied in SAP by VZI.
APR-000372,REC-000529,Commercial Head,VZIINV02,REJECTED,2026-09-07,Consumption not considered representative.
APR-000373,REC-000531,Inventory Controller,VZIINV02,APPROVED,2026-06-05,Approved; to be applied in SAP by VZI.
APR-000374,REC-000532,Inventory Controller,VZIINV02,REJECTED,2026-06-04,Consumption not considered representative.
APR-000375,REC-000533,Inventory Controller,VZIINV02,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-000376,REC-000534,Inventory Controller,VZIINV02,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000377,REC-000535,Commercial Head,VZIINV02,REJECTED,2026-05-29,Consumption not considered representative.
APR-000378,REC-000536,Inventory Controller,VZIINV02,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000379,REC-000537,Plant Head,VZIINV02,REJECTED,2026-07-05,Consumption not considered representative.
APR-000380,REC-000538,Plant Head,VZIINV01,REJECTED,2026-08-20,Consumption not considered representative.
APR-000381,REC-000539,Inventory Controller,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000382,REC-000540,Inventory Controller,VZIINV02,APPROVED,2026-08-04,Approved; to be applied in SAP by VZI.
APR-000383,REC-000541,Plant Head,VZIINV01,REJECTED,2026-08-07,Consumption not considered representative.
APR-000384,REC-000542,Plant Head,VZIINV02,APPROVED,2026-07-25,Approved; to be applied in SAP by VZI.
APR-000385,REC-000543,Plant Head,VZIINV02,REJECTED,2026-08-05,Consumption not considered representative.
APR-000386,REC-000544,Plant Head,VZIINV01,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-000387,REC-000546,Plant Head,VZIINV01,HELD,2026-06-07,Held pending further consumption evidence.
APR-000388,REC-000549,Commercial Head,VZIINV01,APPROVED,2026-09-02,Approved; to be applied in SAP by VZI.
APR-000389,REC-000552,Plant Head,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-000390,REC-000553,Engineering Head,VZIINV02,HELD,2026-08-03,Held pending further consumption evidence.
APR-000391,REC-000554,Commercial Head,VZIINV01,APPROVED,2026-07-05,Approved; to be applied in SAP by VZI.
APR-000392,REC-000556,Inventory Controller,VZIINV02,REJECTED,2026-07-28,Consumption not considered representative.
APR-000393,REC-000557,Engineering Head,VZIINV02,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000394,REC-000558,Plant Head,VZIINV01,REJECTED,2026-07-01,Consumption not considered representative.
APR-000395,REC-000559,Plant Head,VZIINV02,APPROVED,2026-07-15,Approved; to be applied in SAP by VZI.
APR-000396,REC-000560,Plant Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000397,REC-000562,Inventory Controller,VZIINV01,APPROVED,2026-05-18,Approved; to be applied in SAP by VZI.
APR-000398,REC-000563,Inventory Controller,VZIINV01,HELD,2026-06-26,Held pending further consumption evidence.
APR-000399,REC-000564,Plant Head,VZIINV01,HELD,2026-09-02,Held pending further consumption evidence.
APR-000400,REC-000565,Commercial Head,VZIINV01,APPROVED,2026-08-12,Approved; to be applied in SAP by VZI.
APR-000401,REC-000566,Plant Head,VZIINV01,APPROVED,2026-07-03,Approved; to be applied in SAP by VZI.
APR-000402,REC-000567,Plant Head,VZIINV01,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000403,REC-000568,Commercial Head,VZIINV01,APPROVED,2026-05-20,Approved; to be applied in SAP by VZI.
APR-000404,REC-000570,Inventory Controller,VZIINV02,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-000405,REC-000572,Plant Head,VZIINV02,HELD,2026-07-04,Held pending further consumption evidence.
APR-000406,REC-000573,Engineering Head,VZIINV01,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-000407,REC-000574,Inventory Controller,VZIINV01,REJECTED,2026-06-12,Consumption not considered representative.
APR-000408,REC-000575,Inventory Controller,VZIINV01,HELD,2026-08-24,Held pending further consumption evidence.
APR-000409,REC-000576,Commercial Head,VZIINV01,REJECTED,2026-09-05,Consumption not considered representative.
APR-000410,REC-000577,Engineering Head,VZIINV01,REJECTED,2026-08-01,Consumption not considered representative.
APR-000411,REC-000580,Plant Head,VZIINV01,HELD,2026-05-29,Held pending further consumption evidence.
APR-000412,REC-000581,Inventory Controller,VZIINV02,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000413,REC-000582,Engineering Head,VZIINV02,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000414,REC-000583,Inventory Controller,VZIINV02,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000415,REC-000585,Plant Head,VZIINV02,APPROVED,2026-08-30,Approved; to be applied in SAP by VZI.
APR-000416,REC-000587,Inventory Controller,VZIINV01,HELD,2026-07-25,Held pending further consumption evidence.
APR-000417,REC-000588,Plant Head,VZIINV01,HELD,2026-07-24,Held pending further consumption evidence.
APR-000418,REC-000590,Engineering Head,VZIINV02,APPROVED,2026-08-29,Approved; to be applied in SAP by VZI.
APR-000419,REC-000591,Engineering Head,VZIINV01,HELD,2026-08-13,Held pending further consumption evidence.
APR-000420,REC-000592,Plant Head,VZIINV02,APPROVED,2026-08-05,Approved; to be applied in SAP by VZI.
APR-000421,REC-000594,Inventory Controller,VZIINV01,REJECTED,2026-05-19,Consumption not considered representative.
APR-000422,REC-000595,Inventory Controller,VZIINV02,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000423,REC-000600,Engineering Head,VZIINV01,HELD,2026-08-17,Held pending further consumption evidence.
APR-000424,REC-000601,Engineering Head,VZIINV01,REJECTED,2026-07-03,Consumption not considered representative.
APR-000425,REC-000602,Engineering Head,VZIINV01,APPROVED,2026-06-24,Approved; to be applied in SAP by VZI.
APR-000426,REC-000604,Plant Head,VZIINV01,APPROVED,2026-06-18,Approved; to be applied in SAP by VZI.
APR-000427,REC-000605,Inventory Controller,VZIINV01,REJECTED,2026-07-08,Consumption not considered representative.
APR-000428,REC-000606,Commercial Head,VZIINV01,REJECTED,2026-06-12,Consumption not considered representative.
APR-000429,REC-000607,Engineering Head,VZIINV01,APPROVED,2026-06-25,Approved; to be applied in SAP by VZI.
APR-000430,REC-000608,Engineering Head,VZIINV01,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000431,REC-000609,Plant Head,VZIINV02,APPROVED,2026-07-11,Approved; to be applied in SAP by VZI.
APR-000432,REC-000610,Plant Head,VZIINV02,HELD,2026-08-07,Held pending further consumption evidence.
APR-000433,REC-000612,Plant Head,VZIINV01,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000434,REC-000614,Engineering Head,VZIINV01,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000435,REC-000615,Engineering Head,VZIINV02,REJECTED,2026-08-12,Consumption not considered representative.
APR-000436,REC-000616,Engineering Head,VZIINV01,APPROVED,2026-09-05,Approved; to be applied in SAP by VZI.
APR-000437,REC-000617,Engineering Head,VZIINV01,REJECTED,2026-06-09,Consumption not considered representative.
APR-000438,REC-000618,Engineering Head,VZIINV01,HELD,2026-06-03,Held pending further consumption evidence.
APR-000439,REC-000619,Engineering Head,VZIINV01,APPROVED,2026-05-29,Approved; to be applied in SAP by VZI.
APR-000440,REC-000620,Engineering Head,VZIINV02,APPROVED,2026-07-18,Approved; to be applied in SAP by VZI.
APR-000441,REC-000621,Plant Head,VZIINV02,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000442,REC-000622,Engineering Head,VZIINV02,APPROVED,2026-06-16,Approved; to be applied in SAP by VZI.
APR-000443,REC-000624,Plant Head,VZIINV01,HELD,2026-07-16,Held pending further consumption evidence.
APR-000444,REC-000625,Plant Head,VZIINV02,APPROVED,2026-08-27,Approved; to be applied in SAP by VZI.
APR-000445,REC-000629,Inventory Controller,VZIINV02,HELD,2026-05-23,Held pending further consumption evidence.
APR-000446,REC-000630,Inventory Controller,VZIINV01,REJECTED,2026-08-29,Consumption not considered representative.
APR-000447,REC-000632,Engineering Head,VZIINV01,APPROVED,2026-07-12,Approved; to be applied in SAP by VZI.
APR-000448,REC-000634,Plant Head,VZIINV02,REJECTED,2026-08-11,Consumption not considered representative.
APR-000449,REC-000635,Plant Head,VZIINV02,APPROVED,2026-06-15,Approved; to be applied in SAP by VZI.
APR-000450,REC-000636,Plant Head,VZIINV02,APPROVED,2026-07-24,Approved; to be applied in SAP by VZI.
APR-000451,REC-000637,Commercial Head,VZIINV02,HELD,2026-07-23,Held pending further consumption evidence.
APR-000452,REC-000638,Plant Head,VZIINV02,REJECTED,2026-05-22,Consumption not considered representative.
APR-000453,REC-000639,Engineering Head,VZIINV02,APPROVED,2026-09-04,Approved; to be applied in SAP by VZI.
APR-000454,REC-000641,Plant Head,VZIINV01,REJECTED,2026-05-25,Consumption not considered representative.
APR-000455,REC-000642,Plant Head,VZIINV01,REJECTED,2026-07-04,Consumption not considered representative.
APR-000456,REC-000646,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000457,REC-000647,Plant Head,VZIINV01,REJECTED,2026-07-05,Consumption not considered representative.
APR-000458,REC-000648,Plant Head,VZIINV01,APPROVED,2026-08-03,Approved; to be applied in SAP by VZI.
APR-000459,REC-000649,Plant Head,VZIINV02,APPROVED,2026-06-11,Approved; to be applied in SAP by VZI.
APR-000460,REC-000650,Plant Head,VZIINV02,HELD,2026-05-27,Held pending further consumption evidence.
APR-000461,REC-000651,Plant Head,VZIINV02,HELD,2026-07-03,Held pending further consumption evidence.
APR-000462,REC-000652,Plant Head,VZIINV01,APPROVED,2026-08-19,Approved; to be applied in SAP by VZI.
APR-000463,REC-000653,Commercial Head,VZIINV01,REJECTED,2026-05-30,Consumption not considered representative.
APR-000464,REC-000654,Commercial Head,VZIINV01,REJECTED,2026-07-04,Consumption not considered representative.
APR-000465,REC-000655,Inventory Controller,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000466,REC-000656,Inventory Controller,VZIINV01,APPROVED,2026-08-06,Approved; to be applied in SAP by VZI.
APR-000467,REC-000657,Inventory Controller,VZIINV02,REJECTED,2026-08-11,Consumption not considered representative.
APR-000468,REC-000659,Plant Head,VZIINV01,HELD,2026-06-18,Held pending further consumption evidence.
APR-000469,REC-000660,Commercial Head,VZIINV01,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-000470,REC-000661,Plant Head,VZIINV01,APPROVED,2026-06-26,Approved; to be applied in SAP by VZI.
APR-000471,REC-000663,Engineering Head,VZIINV02,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000472,REC-000664,Engineering Head,VZIINV02,REJECTED,2026-07-14,Consumption not considered representative.
APR-000473,REC-000665,Plant Head,VZIINV01,REJECTED,2026-08-09,Consumption not considered representative.
APR-000474,REC-000666,Inventory Controller,VZIINV02,REJECTED,2026-08-28,Consumption not considered representative.
APR-000475,REC-000667,Engineering Head,VZIINV01,REJECTED,2026-06-17,Consumption not considered representative.
APR-000476,REC-000669,Inventory Controller,VZIINV02,APPROVED,2026-06-27,Approved; to be applied in SAP by VZI.
APR-000477,REC-000670,Plant Head,VZIINV01,APPROVED,2026-08-18,Approved; to be applied in SAP by VZI.
APR-000478,REC-000671,Inventory Controller,VZIINV01,APPROVED,2026-07-10,Approved; to be applied in SAP by VZI.
APR-000479,REC-000673,Inventory Controller,VZIINV01,REJECTED,2026-07-18,Consumption not considered representative.
APR-000480,REC-000675,Plant Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
APR-000481,REC-000676,Plant Head,VZIINV02,REJECTED,2026-09-05,Consumption not considered representative.
APR-000482,REC-000678,Engineering Head,VZIINV02,APPROVED,2026-07-14,Approved; to be applied in SAP by VZI.
APR-000483,REC-000679,Commercial Head,VZIINV01,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000484,REC-000680,Plant Head,VZIINV01,REJECTED,2026-09-07,Consumption not considered representative.
APR-000485,REC-000681,Plant Head,VZIINV01,APPROVED,2026-08-14,Approved; to be applied in SAP by VZI.
APR-000486,REC-000683,Plant Head,VZIINV01,APPROVED,2026-07-09,Approved; to be applied in SAP by VZI.
APR-000487,REC-000685,Inventory Controller,VZIINV01,APPROVED,2026-08-28,Approved; to be applied in SAP by VZI.
APR-000488,REC-000686,Inventory Controller,VZIINV01,APPROVED,2026-06-07,Approved; to be applied in SAP by VZI.
APR-000489,REC-000687,Engineering Head,VZIINV02,REJECTED,2026-07-10,Consumption not considered representative.
APR-000490,REC-000688,Commercial Head,VZIINV01,APPROVED,2026-07-16,Approved; to be applied in SAP by VZI.
APR-000491,REC-000689,Commercial Head,VZIINV02,REJECTED,2026-06-04,Consumption not considered representative.
APR-000492,REC-000690,Commercial Head,VZIINV02,REJECTED,2026-06-12,Consumption not considered representative.
APR-000493,REC-000692,Commercial Head,VZIINV01,APPROVED,2026-07-21,Approved; to be applied in SAP by VZI.
APR-000494,REC-000693,Inventory Controller,VZIINV02,APPROVED,2026-06-09,Approved; to be applied in SAP by VZI.
APR-000495,REC-000694,Commercial Head,VZIINV01,APPROVED,2026-06-03,Approved; to be applied in SAP by VZI.
APR-000496,REC-000695,Engineering Head,VZIINV01,REJECTED,2026-06-04,Consumption not considered representative.
APR-000497,REC-000698,Inventory Controller,VZIINV02,APPROVED,2026-06-13,Approved; to be applied in SAP by VZI.
APR-000498,REC-000699,Plant Head,VZIINV02,APPROVED,2026-06-02,Approved; to be applied in SAP by VZI.
APR-000499,REC-000700,Plant Head,VZIINV01,REJECTED,2026-07-08,Consumption not considered representative.
APR-000500,REC-000701,Inventory Controller,VZIINV01,REJECTED,2026-05-12,Consumption not considered representative.
APR-000501,REC-000702,Engineering Head,VZIINV02,HELD,2026-05-27,Held pending further consumption evidence.
APR-000502,REC-000703,Engineering Head,VZIINV02,APPROVED,2026-07-03,Approved; to be applied in SAP by VZI.
APR-000503,REC-000704,Plant Head,VZIINV02,APPROVED,2026-05-19,Approved; to be applied in SAP by VZI.
APR-000504,REC-000706,Plant Head,VZIINV02,HELD,2026-06-04,Held pending further consumption evidence.
APR-000505,REC-000707,Plant Head,VZIINV02,REJECTED,2026-07-25,Consumption not considered representative.
APR-000506,REC-000708,Plant Head,VZIINV02,APPROVED,2026-07-06,Approved; to be applied in SAP by VZI.
APR-000507,REC-000711,Plant Head,VZIINV01,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000508,REC-000712,Plant Head,VZIINV02,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000509,REC-000714,Inventory Controller,VZIINV01,APPROVED,2026-05-17,Approved; to be applied in SAP by VZI.
APR-000510,REC-000716,Engineering Head,VZIINV02,APPROVED,2026-06-21,Approved; to be applied in SAP by VZI.
APR-000511,REC-000717,Plant Head,VZIINV01,APPROVED,2026-08-24,Approved; to be applied in SAP by VZI.
APR-000512,REC-000718,Inventory Controller,VZIINV01,APPROVED,2026-05-26,Approved; to be applied in SAP by VZI.
APR-000513,REC-000719,Inventory Controller,VZIINV02,HELD,2026-06-26,Held pending further consumption evidence.
APR-000514,REC-000720,Inventory Controller,VZIINV01,APPROVED,2026-08-25,Approved; to be applied in SAP by VZI.
APR-000515,REC-000723,Engineering Head,VZIINV01,APPROVED,2026-09-07,Approved; to be applied in SAP by VZI.
